payment_id,project_id,payment_date,amount,payment_type,agency,data_source
PAY-0059-1,MPLADS-SYN-0059,2026-10-03,150527,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0059-2,MPLADS-SYN-0059,2026-08-15,90702,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0059-3,MPLADS-SYN-0059,2026-07-01,142444,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0059-4,MPLADS-SYN-0059,2026-08-17,112274,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0059-5,MPLADS-SYN-0059,2026-09-07,147084,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0060-1,MPLADS-SYN-0060,2026-09-23,227186,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0060-2,MPLADS-SYN-0060,2027-01-08,221490,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0060-3,MPLADS-SYN-0060,2026-12-07,227295,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0060-4,MPLADS-SYN-0060,2027-01-26,219018,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0060-5,MPLADS-SYN-0060,2026-11-25,354775,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0061-1,MPLADS-SYN-0061,2026-10-20,310720,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0061-2,MPLADS-SYN-0061,2026-10-08,135380,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0061-3,MPLADS-SYN-0061,2027-01-26,70945,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0061-4,MPLADS-SYN-0061,2026-12-09,55012,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0061-5,MPLADS-SYN-0061,2026-08-23,138099,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0062-1,MPLADS-SYN-0062,2026-10-15,351767,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0062-2,MPLADS-SYN-0062,2026-10-16,260608,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0062-3,MPLADS-SYN-0062,2026-11-01,547625,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0063-1,MPLADS-SYN-0063,2026-08-31,201614,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0063-2,MPLADS-SYN-0063,2026-10-19,139160,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0063-3,MPLADS-SYN-0063,2026-11-17,112781,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0063-4,MPLADS-SYN-0063,2026-10-03,191378,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0064-1,MPLADS-SYN-0064,2026-05-18,440050,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0064-2,MPLADS-SYN-0064,2026-05-21,228806,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0064-3,MPLADS-SYN-0064,2026-06-04,542008,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0065-1,MPLADS-SYN-0065,2026-11-03,60974,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0065-2,MPLADS-SYN-0065,2026-08-19,154791,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0065-3,MPLADS-SYN-0065,2026-09-25,37597,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0065-4,MPLADS-SYN-0065,2026-09-19,52851,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0065-5,MPLADS-SYN-0065,2026-10-20,99733,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0066-1,MPLADS-SYN-0066,2026-10-30,1120932,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0066-2,MPLADS-SYN-0066,2026-08-24,616291,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0066-3,MPLADS-SYN-0066,2026-08-30,894270,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0067-1,MPLADS-SYN-0067,2026-06-07,412032,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0067-2,MPLADS-SYN-0067,2026-08-24,923629,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0068-1,MPLADS-SYN-0068,2026-05-01,112596,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0068-2,MPLADS-SYN-0068,2026-04-20,37939,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0068-3,MPLADS-SYN-0068,2026-06-06,104040,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0069-1,MPLADS-SYN-0069,2026-08-15,175242,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0069-2,MPLADS-SYN-0069,2026-08-07,61952,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0069-3,MPLADS-SYN-0069,2026-06-04,36160,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0069-4,MPLADS-SYN-0069,2026-06-08,185398,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0070-1,MPLADS-SYN-0070,2026-07-27,117703,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0070-2,MPLADS-SYN-0070,2026-08-21,127890,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0070-3,MPLADS-SYN-0070,2026-08-27,116232,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0070-4,MPLADS-SYN-0070,2026-07-08,198132,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0071-1,MPLADS-SYN-0071,2026-05-27,414010,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0071-2,MPLADS-SYN-0071,2026-07-07,1061990,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0072-1,MPLADS-SYN-0072,2026-06-08,160775,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0072-2,MPLADS-SYN-0072,2026-08-18,237080,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0072-3,MPLADS-SYN-0072,2026-05-21,54800,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0072-4,MPLADS-SYN-0072,2026-05-26,252345,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0073-1,MPLADS-SYN-0073,2026-10-12,810619,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0073-2,MPLADS-SYN-0073,2026-09-30,201611,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0073-3,MPLADS-SYN-0073,2026-11-02,259735,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0073-4,MPLADS-SYN-0073,2026-10-20,231392,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0073-5,MPLADS-SYN-0073,2026-09-29,450726,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0074-1,MPLADS-SYN-0074,2026-08-01,37785,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0074-2,MPLADS-SYN-0074,2026-05-19,56509,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0074-3,MPLADS-SYN-0074,2026-10-04,76706,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0075-1,MPLADS-SYN-0075,2026-06-23,518903,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0075-2,MPLADS-SYN-0075,2026-07-19,213984,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0075-3,MPLADS-SYN-0075,2026-07-28,203500,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0075-4,MPLADS-SYN-0075,2026-07-28,107041,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0075-5,MPLADS-SYN-0075,2026-07-26,461712,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0076-1,MPLADS-SYN-0076,2026-03-02,1241453,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0076-2,MPLADS-SYN-0076,2026-06-10,2149347,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0077-1,MPLADS-SYN-0077,2026-05-28,359473,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0077-2,MPLADS-SYN-0077,2026-04-30,157804,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0077-3,MPLADS-SYN-0077,2026-03-09,295423,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0078-1,MPLADS-SYN-0078,2026-08-19,344738,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0078-2,MPLADS-SYN-0078,2026-10-20,1617214,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0079-1,MPLADS-SYN-0079,2026-04-03,145382,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0079-2,MPLADS-SYN-0079,2026-02-13,92209,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0079-3,MPLADS-SYN-0079,2026-05-06,125655,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0080-1,MPLADS-SYN-0080,2026-05-09,529386,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0080-2,MPLADS-SYN-0080,2026-06-15,122027,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0080-3,MPLADS-SYN-0080,2026-02-19,259213,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0080-4,MPLADS-SYN-0080,2026-05-02,141990,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0080-5,MPLADS-SYN-0080,2026-04-26,217284,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0081-1,MPLADS-SYN-0081,2026-04-13,214299,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0081-2,MPLADS-SYN-0081,2026-07-16,110487,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0081-3,MPLADS-SYN-0081,2026-07-12,78444,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0081-4,MPLADS-SYN-0081,2026-05-18,77871,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0081-5,MPLADS-SYN-0081,2026-05-24,229588,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0082-1,MPLADS-SYN-0082,2026-01-26,891752,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0082-2,MPLADS-SYN-0082,2026-04-12,588848,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0082-3,MPLADS-SYN-0082,2026-02-08,301904,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0082-4,MPLADS-SYN-0082,2026-03-02,162119,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0082-5,MPLADS-SYN-0082,2026-03-02,796312,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0083-1,MPLADS-SYN-0083,2026-09-16,94015,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0083-2,MPLADS-SYN-0083,2026-10-09,111974,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0083-3,MPLADS-SYN-0083,2026-08-12,188811,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0084-1,MPLADS-SYN-0084,2026-08-31,130579,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0084-2,MPLADS-SYN-0084,2026-11-01,731821,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0085-1,MPLADS-SYN-0085,2026-09-10,800239,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0085-2,MPLADS-SYN-0085,2026-10-03,384369,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0085-3,MPLADS-SYN-0085,2026-08-14,249758,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0085-4,MPLADS-SYN-0085,2026-05-23,276825,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0085-5,MPLADS-SYN-0085,2026-04-15,461309,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0086-1,MPLADS-SYN-0086,2026-07-31,337678,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0086-2,MPLADS-SYN-0086,2026-05-19,1100404,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0087-1,MPLADS-SYN-0087,2026-09-02,367939,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0087-2,MPLADS-SYN-0087,2026-12-08,372650,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0087-3,MPLADS-SYN-0087,2026-11-15,137112,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0087-4,MPLADS-SYN-0087,2026-10-14,394199,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0088-1,MPLADS-SYN-0088,2026-08-26,410074,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0088-2,MPLADS-SYN-0088,2026-12-21,194215,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0088-3,MPLADS-SYN-0088,2026-12-09,193282,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0088-4,MPLADS-SYN-0088,2026-11-07,45804,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0088-5,MPLADS-SYN-0088,2026-12-31,225225,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0089-1,MPLADS-SYN-0089,2026-10-18,516260,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0089-2,MPLADS-SYN-0089,2026-10-07,287910,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0089-3,MPLADS-SYN-0089,2026-08-16,413733,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0089-4,MPLADS-SYN-0089,2026-09-23,345233,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0089-5,MPLADS-SYN-0089,2026-10-13,545613,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0090-1,MPLADS-SYN-0090,2026-05-29,79369,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0090-2,MPLADS-SYN-0090,2026-07-26,52938,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0090-3,MPLADS-SYN-0090,2026-05-12,101608,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0090-4,MPLADS-SYN-0090,2026-08-18,39004,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0090-5,MPLADS-SYN-0090,2026-08-16,96797,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0091-1,MPLADS-SYN-0091,2026-09-09,155232,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0091-2,MPLADS-SYN-0091,2026-07-30,248581,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0091-3,MPLADS-SYN-0091,2026-11-02,334454,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0092-1,MPLADS-SYN-0092,2026-08-20,234498,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0092-2,MPLADS-SYN-0092,2026-09-02,353160,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0092-3,MPLADS-SYN-0092,2026-08-24,206306,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0092-4,MPLADS-SYN-0092,2026-08-16,40900,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0092-5,MPLADS-SYN-0092,2026-09-09,224880,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0093-1,MPLADS-SYN-0093,2026-08-27,179883,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0093-2,MPLADS-SYN-0093,2026-10-01,73119,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0093-3,MPLADS-SYN-0093,2026-05-20,108383,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0093-4,MPLADS-SYN-0093,2026-08-10,243947,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0094-1,MPLADS-SYN-0094,2026-05-24,121717,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0094-2,MPLADS-SYN-0094,2026-03-30,82383,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0094-3,MPLADS-SYN-0094,2026-02-04,48209,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0094-4,MPLADS-SYN-0094,2026-02-25,147691,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0095-1,MPLADS-SYN-0095,2026-06-20,237780,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0095-2,MPLADS-SYN-0095,2026-06-21,528141,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0096-1,MPLADS-SYN-0096,2026-07-12,259085,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0096-2,MPLADS-SYN-0096,2026-07-29,814146,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0097-1,MPLADS-SYN-0097,2026-04-14,523204,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0097-2,MPLADS-SYN-0097,2026-03-22,122741,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0097-3,MPLADS-SYN-0097,2026-04-15,250090,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0097-4,MPLADS-SYN-0097,2026-04-06,437616,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0098-1,MPLADS-SYN-0098,2026-07-04,40378,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0098-2,MPLADS-SYN-0098,2026-05-31,27707,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0098-3,MPLADS-SYN-0098,2026-05-31,31745,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0098-4,MPLADS-SYN-0098,2026-06-14,30085,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0098-5,MPLADS-SYN-0098,2026-07-02,56168,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0099-1,MPLADS-SYN-0099,2026-07-09,272564,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0099-2,MPLADS-SYN-0099,2026-09-05,249234,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0099-3,MPLADS-SYN-0099,2026-07-27,514579,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0100-1,MPLADS-SYN-0100,2026-07-23,376551,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0100-2,MPLADS-SYN-0100,2026-07-08,368340,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0100-3,MPLADS-SYN-0100,2026-07-23,1566046,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0101-1,MPLADS-SYN-0101,2026-06-14,733549,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0101-2,MPLADS-SYN-0101,2026-06-15,225531,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0101-3,MPLADS-SYN-0101,2026-06-05,365471,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0101-4,MPLADS-SYN-0101,2026-06-21,92315,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0101-5,MPLADS-SYN-0101,2026-06-14,426436,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0102-1,MPLADS-SYN-0102,2026-04-05,337940,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0102-2,MPLADS-SYN-0102,2026-03-15,157912,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0102-3,MPLADS-SYN-0102,2026-05-18,452539,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0103-1,MPLADS-SYN-0103,2026-08-31,365550,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0103-2,MPLADS-SYN-0103,2026-04-14,1478601,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0104-1,MPLADS-SYN-0104,2026-02-15,589989,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0104-2,MPLADS-SYN-0104,2026-03-27,742738,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0105-1,MPLADS-SYN-0105,2026-10-09,303231,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0105-2,MPLADS-SYN-0105,2026-11-27,147145,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0105-3,MPLADS-SYN-0105,2026-09-12,104803,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0105-4,MPLADS-SYN-0105,2026-05-25,56253,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0105-5,MPLADS-SYN-0105,2026-06-16,78018,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0106-1,MPLADS-SYN-0106,2026-12-07,143794,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0106-2,MPLADS-SYN-0106,2026-11-21,193706,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0107-1,MPLADS-SYN-0107,2026-04-04,302601,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0107-2,MPLADS-SYN-0107,2026-04-24,268977,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0107-3,MPLADS-SYN-0107,2026-05-15,183902,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0107-4,MPLADS-SYN-0107,2026-05-14,712420,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0108-1,MPLADS-SYN-0108,2026-06-17,562021,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0108-2,MPLADS-SYN-0108,2026-06-24,1410286,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0109-1,MPLADS-SYN-0109,2026-08-10,378264,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0109-2,MPLADS-SYN-0109,2026-07-29,386145,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0109-3,MPLADS-SYN-0109,2026-07-30,730191,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0110-1,MPLADS-SYN-0110,2026-09-06,397295,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0110-2,MPLADS-SYN-0110,2026-10-04,167190,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0110-3,MPLADS-SYN-0110,2026-08-13,128661,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0110-4,MPLADS-SYN-0110,2026-09-23,280354,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0111-1,MPLADS-SYN-0111,2027-02-11,174208,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0111-2,MPLADS-SYN-0111,2027-02-07,252633,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0111-3,MPLADS-SYN-0111,2027-01-18,135526,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0111-4,MPLADS-SYN-0111,2026-12-18,440195,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0112-1,MPLADS-SYN-0112,2026-03-07,21984,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0112-2,MPLADS-SYN-0112,2026-02-08,34366,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0112-3,MPLADS-SYN-0112,2026-02-17,75445,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0113-1,MPLADS-SYN-0113,2026-07-18,102777,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0113-2,MPLADS-SYN-0113,2026-07-05,39966,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0113-3,MPLADS-SYN-0113,2026-08-05,159657,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0114-1,MPLADS-SYN-0114,2026-06-20,352110,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0114-2,MPLADS-SYN-0114,2026-07-04,247524,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0114-3,MPLADS-SYN-0114,2026-06-14,129968,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0114-4,MPLADS-SYN-0114,2026-07-18,395998,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0115-1,MPLADS-SYN-0115,2026-07-08,407033,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0115-2,MPLADS-SYN-0115,2026-07-28,289971,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0115-3,MPLADS-SYN-0115,2026-07-08,1302258,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0116-1,MPLADS-SYN-0116,2026-07-11,459123,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0116-2,MPLADS-SYN-0116,2026-04-14,790016,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0117-1,MPLADS-SYN-0117,2026-08-10,495679,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0117-2,MPLADS-SYN-0117,2026-08-15,401907,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0117-3,MPLADS-SYN-0117,2026-09-09,656544,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0118-1,MPLADS-SYN-0118,2026-09-21,78725,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0118-2,MPLADS-SYN-0118,2026-12-13,135011,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0118-3,MPLADS-SYN-0118,2026-07-25,89059,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0118-4,MPLADS-SYN-0118,2027-01-08,140551,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0119-1,MPLADS-SYN-0119,2026-06-11,926082,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0119-2,MPLADS-SYN-0119,2026-04-13,253970,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0119-3,MPLADS-SYN-0119,2026-04-19,178544,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0119-4,MPLADS-SYN-0119,2026-06-10,216604,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
