bid_id,tender_id,project_id,contractor_id,bid_amount,submission_date,eligibility_status,technical_score,financial_rank,bid_status
BID-000236,TND-00051,MPLADS-SYN-0051,CON-003,3289244.83,2026-06-12,Eligible,97.1,7,Not Selected
BID-000237,TND-00051,MPLADS-SYN-0051,CON-002,2984755.1,2026-06-12,Eligible,93.22,4,Not Selected
BID-000238,TND-00051,MPLADS-SYN-0051,CON-007,2939640.89,2026-06-12,Eligible,83.82,3,Not Selected
BID-000239,TND-00051,MPLADS-SYN-0051,CON-001,3170264.34,2026-06-12,Eligible,92.69,6,Not Selected
BID-000240,TND-00051,MPLADS-SYN-0051,CON-005,2681114.66,2026-06-12,Eligible,80.17,1,Not Selected
BID-000241,TND-00051,MPLADS-SYN-0051,CON-006,2855615.76,2026-06-12,Eligible,86.53,2,Not Selected
BID-000242,TND-00051,MPLADS-SYN-0051,CON-004,3099657.21,2026-06-12,Eligible,89.93,5,Selected
BID-000243,TND-00052,MPLADS-SYN-0052,CON-001,1052524.89,2026-06-07,Eligible,86.95,5,Not Selected
BID-000244,TND-00052,MPLADS-SYN-0052,CON-007,937225.27,2026-06-07,Eligible,80.51,1,Submitted
BID-000245,TND-00052,MPLADS-SYN-0052,CON-006,1052749.98,2026-06-07,Eligible,88.91,6,Not Selected
BID-000246,TND-00052,MPLADS-SYN-0052,CON-005,967320.59,2026-06-07,Eligible,85.85,3,Not Selected
BID-000247,TND-00052,MPLADS-SYN-0052,CON-004,956057.79,2026-06-07,Eligible,73.12,2,Under Evaluation
BID-000248,TND-00052,MPLADS-SYN-0052,CON-003,1010419.0,2026-06-07,Eligible,86.97,4,Under Evaluation
BID-000249,TND-00052,MPLADS-SYN-0052,CON-002,1060360.16,2026-06-07,Eligible,83.6,7,Under Evaluation
BID-000250,TND-00053,MPLADS-SYN-0053,CON-006,2701732.99,2026-02-13,Eligible,64.16,2,Not Selected
BID-000251,TND-00053,MPLADS-SYN-0053,CON-007,2692628.05,2026-02-13,Eligible,78.86,1,Not Selected
BID-000252,TND-00053,MPLADS-SYN-0053,CON-001,3131432.47,2026-02-13,Eligible,71.14,4,Not Selected
BID-000253,TND-00053,MPLADS-SYN-0053,CON-004,3200713.4,2026-02-13,Eligible,78.01,5,Not Selected
BID-000254,TND-00053,MPLADS-SYN-0053,CON-002,2798245.21,2026-02-13,Eligible,71.08,3,Not Selected
BID-000255,TND-00054,MPLADS-SYN-0054,CON-001,2161235.2,2026-08-01,Eligible,75.64,1,Not Selected
BID-000256,TND-00054,MPLADS-SYN-0054,CON-007,2226961.52,2026-08-01,Eligible,78.47,2,Not Selected
BID-000257,TND-00055,MPLADS-SYN-0055,CON-005,3326579.27,2025-12-28,Eligible,68.62,2,Not Selected
BID-000258,TND-00055,MPLADS-SYN-0055,CON-004,3385282.33,2025-12-28,Eligible,89.25,3,Not Selected
BID-000259,TND-00055,MPLADS-SYN-0055,CON-002,3093968.75,2025-12-28,Eligible,70.81,1,Selected
BID-000260,TND-00055,MPLADS-SYN-0055,CON-007,3909701.94,2025-12-28,Eligible,87.05,4,Not Selected
BID-000261,TND-00056,MPLADS-SYN-0056,CON-002,1282397.83,2026-06-16,Eligible,69.04,2,Submitted
BID-000262,TND-00056,MPLADS-SYN-0056,CON-007,1040948.32,2026-06-16,Eligible,64.81,1,Not Selected
BID-000263,TND-00057,MPLADS-SYN-0057,CON-002,1416961.36,2026-03-15,Eligible,97.16,2,Not Selected
BID-000264,TND-00057,MPLADS-SYN-0057,CON-005,1224040.75,2026-03-15,Eligible,80.51,1,Selected
BID-000265,TND-00058,MPLADS-SYN-0058,CON-002,1696842.6,2026-01-20,Eligible,86.81,3,Not Selected
BID-000266,TND-00058,MPLADS-SYN-0058,CON-003,1665781.59,2026-01-20,Eligible,85.34,2,Not Selected
BID-000267,TND-00058,MPLADS-SYN-0058,CON-007,1805817.76,2026-01-20,Ineligible,,,Under Evaluation
BID-000268,TND-00058,MPLADS-SYN-0058,CON-004,1758333.2,2026-01-20,Ineligible,,,Submitted
BID-000269,TND-00058,MPLADS-SYN-0058,CON-001,1521952.02,2026-01-20,Eligible,60.94,1,Under Evaluation
BID-000270,TND-00058,MPLADS-SYN-0058,CON-006,1727534.46,2026-01-20,Eligible,73.58,4,Under Evaluation
BID-000271,TND-00059,MPLADS-SYN-0059,CON-003,1096520.67,2026-05-23,Eligible,89.69,1,Not Selected
BID-000272,TND-00059,MPLADS-SYN-0059,CON-005,1270964.01,2026-05-23,Eligible,60.86,2,Not Selected
BID-000273,TND-00060,MPLADS-SYN-0060,CON-004,3292608.87,2026-07-17,Eligible,94.52,3,Not Selected
BID-000274,TND-00060,MPLADS-SYN-0060,CON-005,3093475.85,2026-07-17,Eligible,87.21,1,Not Selected
BID-000275,TND-00060,MPLADS-SYN-0060,CON-001,3148234.29,2026-07-17,Ineligible,,,Ineligible
BID-000276,TND-00060,MPLADS-SYN-0060,CON-002,3103153.62,2026-07-17,Eligible,73.11,2,Not Selected
BID-000277,TND-00060,MPLADS-SYN-0060,CON-003,3049900.2,2026-07-17,Ineligible,,,Ineligible
BID-000278,TND-00061,MPLADS-SYN-0061,CON-007,1713112.89,2026-07-06,Ineligible,,,Ineligible
BID-000279,TND-00061,MPLADS-SYN-0061,CON-001,1438567.27,2026-07-06,Eligible,87.69,1,Selected
BID-000280,TND-00061,MPLADS-SYN-0061,CON-006,1487535.58,2026-07-06,Eligible,65.46,3,Not Selected
BID-000281,TND-00061,MPLADS-SYN-0061,CON-004,1444260.14,2026-07-06,Eligible,62.51,2,Not Selected
BID-000282,TND-00062,MPLADS-SYN-0062,CON-007,1295898.72,2026-06-05,Ineligible,,,Not Selected
BID-000283,TND-00062,MPLADS-SYN-0062,CON-006,1438369.67,2026-06-05,Eligible,67.07,1,Submitted
BID-000284,TND-00062,MPLADS-SYN-0062,CON-001,1370891.46,2026-06-05,Ineligible,,,Submitted
BID-000285,TND-00062,MPLADS-SYN-0062,CON-003,1530764.72,2026-06-05,Eligible,71.55,2,Not Selected
BID-000286,TND-00062,MPLADS-SYN-0062,CON-004,1435239.38,2026-06-05,Ineligible,,,Submitted
BID-000287,TND-00063,MPLADS-SYN-0063,CON-001,1439642.64,2026-07-26,Eligible,64.72,3,Selected
BID-000288,TND-00063,MPLADS-SYN-0063,CON-002,1382410.58,2026-07-26,Eligible,75.85,2,Not Selected
BID-000289,TND-00063,MPLADS-SYN-0063,CON-006,1323241.41,2026-07-26,Eligible,61.08,1,Not Selected
BID-000290,TND-00064,MPLADS-SYN-0064,CON-006,1547012.91,2026-03-31,Eligible,66.19,3,Under Evaluation
BID-000291,TND-00064,MPLADS-SYN-0064,CON-004,1417989.26,2026-03-31,Eligible,93.38,1,Under Evaluation
BID-000292,TND-00064,MPLADS-SYN-0064,CON-007,1449553.93,2026-03-31,Eligible,70.36,2,Submitted
BID-000293,TND-00064,MPLADS-SYN-0064,CON-005,1566000.74,2026-03-31,Eligible,71.01,4,Submitted
BID-000294,TND-00064,MPLADS-SYN-0064,CON-003,1611141.06,2026-03-31,Eligible,67.36,5,Not Selected
BID-000295,TND-00064,MPLADS-SYN-0064,CON-001,1651492.28,2026-03-31,Eligible,88.6,6,Not Selected
BID-000296,TND-00065,MPLADS-SYN-0065,CON-004,571962.12,2026-06-22,Eligible,63.64,5,Not Selected
BID-000297,TND-00065,MPLADS-SYN-0065,CON-007,557206.53,2026-06-22,Eligible,60.49,4,Not Selected
BID-000298,TND-00065,MPLADS-SYN-0065,CON-006,548543.9,2026-06-22,Eligible,89.59,3,Not Selected
BID-000299,TND-00065,MPLADS-SYN-0065,CON-005,533679.23,2026-06-22,Eligible,63.89,2,Not Selected
BID-000300,TND-00065,MPLADS-SYN-0065,CON-003,497637.69,2026-06-22,Eligible,91.6,1,Not Selected
BID-000301,TND-00066,MPLADS-SYN-0066,CON-006,3438471.22,2026-07-15,Eligible,77.5,3,Under Evaluation
BID-000302,TND-00066,MPLADS-SYN-0066,CON-004,2746356.26,2026-07-15,Eligible,78.22,1,Submitted
BID-000303,TND-00066,MPLADS-SYN-0066,CON-005,2932143.04,2026-07-15,Eligible,91.05,2,Submitted
BID-000304,TND-00067,MPLADS-SYN-0067,CON-007,1904842.22,2026-04-25,Eligible,66.54,2,Not Selected
BID-000305,TND-00067,MPLADS-SYN-0067,CON-005,1694893.05,2026-04-25,Eligible,68.45,1,Not Selected
BID-000306,TND-00068,MPLADS-SYN-0068,CON-006,370161.14,2026-03-06,Eligible,97.28,1,Not Selected
BID-000307,TND-00068,MPLADS-SYN-0068,CON-001,401604.53,2026-03-06,Eligible,62.95,2,Not Selected
BID-000308,TND-00068,MPLADS-SYN-0068,CON-002,438342.69,2026-03-06,Eligible,61.62,3,Selected
BID-000309,TND-00069,MPLADS-SYN-0069,CON-001,622667.74,2026-05-10,Eligible,94.52,2,Not Selected
BID-000310,TND-00069,MPLADS-SYN-0069,CON-006,619790.67,2026-05-10,Eligible,85.37,1,Not Selected
BID-000311,TND-00069,MPLADS-SYN-0069,CON-004,747819.05,2026-05-10,Eligible,94.96,3,Not Selected
BID-000312,TND-00070,MPLADS-SYN-0070,CON-002,969864.23,2026-05-15,Eligible,85.59,3,Under Evaluation
BID-000313,TND-00070,MPLADS-SYN-0070,CON-007,903136.06,2026-05-15,Eligible,76.12,1,Under Evaluation
BID-000314,TND-00070,MPLADS-SYN-0070,CON-003,1007919.63,2026-05-15,Ineligible,,,Submitted
BID-000315,TND-00070,MPLADS-SYN-0070,CON-001,1071562.93,2026-05-15,Eligible,77.7,5,Submitted
BID-000316,TND-00070,MPLADS-SYN-0070,CON-006,1009329.85,2026-05-15,Ineligible,,,Under Evaluation
BID-000317,TND-00070,MPLADS-SYN-0070,CON-005,1056968.21,2026-05-15,Eligible,72.47,4,Submitted
BID-000318,TND-00070,MPLADS-SYN-0070,CON-004,905298.57,2026-05-15,Eligible,82.81,2,Under Evaluation
BID-000319,TND-00071,MPLADS-SYN-0071,CON-003,2026381.89,2026-03-21,Eligible,67.17,2,Under Evaluation
BID-000320,TND-00071,MPLADS-SYN-0071,CON-007,1778174.69,2026-03-21,Ineligible,,,Not Selected
BID-000321,TND-00071,MPLADS-SYN-0071,CON-004,1930813.71,2026-03-21,Eligible,78.68,1,Not Selected
BID-000322,TND-00072,MPLADS-SYN-0072,CON-001,1430638.26,2026-02-25,Eligible,65.45,2,Submitted
BID-000323,TND-00072,MPLADS-SYN-0072,CON-004,1339720.06,2026-02-25,Eligible,95.16,1,Not Selected
BID-000324,TND-00073,MPLADS-SYN-0073,CON-007,2802979.7,2026-07-19,Eligible,69.53,5,Submitted
BID-000325,TND-00073,MPLADS-SYN-0073,CON-001,2620916.62,2026-07-19,Eligible,63.78,3,Submitted
BID-000326,TND-00073,MPLADS-SYN-0073,CON-003,2322043.25,2026-07-19,Eligible,85.77,1,Under Evaluation
BID-000327,TND-00073,MPLADS-SYN-0073,CON-005,2940218.79,2026-07-19,Ineligible,,,Not Selected
BID-000328,TND-00073,MPLADS-SYN-0073,CON-004,2743264.93,2026-07-19,Eligible,83.63,4,Under Evaluation
BID-000329,TND-00073,MPLADS-SYN-0073,CON-006,2351284.37,2026-07-19,Eligible,88.56,2,Not Selected
BID-000330,TND-00073,MPLADS-SYN-0073,CON-002,2802692.24,2026-07-19,Ineligible,,,Submitted
BID-000331,TND-00074,MPLADS-SYN-0074,CON-003,346284.45,2026-03-30,Eligible,96.2,1,Not Selected
BID-000332,TND-00074,MPLADS-SYN-0074,CON-004,317422.86,2026-03-30,Ineligible,,,Ineligible
BID-000333,TND-00074,MPLADS-SYN-0074,CON-005,395911.62,2026-03-30,Eligible,74.58,2,Not Selected
BID-000334,TND-00075,MPLADS-SYN-0075,CON-003,1987010.42,2026-05-03,Ineligible,,,Ineligible
BID-000335,TND-00075,MPLADS-SYN-0075,CON-004,1970477.2,2026-05-03,Ineligible,,,Ineligible
BID-000336,TND-00075,MPLADS-SYN-0075,CON-001,2167256.12,2026-05-03,Eligible,81.62,1,Not Selected
BID-000337,TND-00075,MPLADS-SYN-0075,CON-007,2168983.69,2026-05-03,Eligible,78.08,2,Selected
BID-000338,TND-00075,MPLADS-SYN-0075,CON-006,2371800.94,2026-05-03,Eligible,74.87,3,Not Selected
BID-000339,TND-00076,MPLADS-SYN-0076,CON-004,3749686.72,2026-01-08,Eligible,82.19,6,Not Selected
BID-000340,TND-00076,MPLADS-SYN-0076,CON-007,3686196.71,2026-01-08,Eligible,63.7,5,Under Evaluation
BID-000341,TND-00076,MPLADS-SYN-0076,CON-005,3314451.58,2026-01-08,Eligible,73.35,2,Under Evaluation
BID-000342,TND-00076,MPLADS-SYN-0076,CON-003,3594197.41,2026-01-08,Eligible,84.63,4,Submitted
BID-000343,TND-00076,MPLADS-SYN-0076,CON-001,3533390.53,2026-01-08,Eligible,64.35,3,Under Evaluation
BID-000344,TND-00076,MPLADS-SYN-0076,CON-002,3159254.63,2026-01-08,Eligible,77.51,1,Submitted
BID-000345,TND-00077,MPLADS-SYN-0077,CON-007,1267326.72,2026-02-03,Eligible,74.35,2,Under Evaluation
BID-000346,TND-00077,MPLADS-SYN-0077,CON-004,1241323.51,2026-02-03,Eligible,63.8,1,Under Evaluation
BID-000347,TND-00077,MPLADS-SYN-0077,CON-002,1334598.95,2026-02-03,Eligible,79.11,3,Under Evaluation
BID-000348,TND-00077,MPLADS-SYN-0077,CON-006,1364006.03,2026-02-03,Eligible,83.36,4,Submitted
BID-000349,TND-00078,MPLADS-SYN-0078,CON-003,3161208.83,2026-04-06,Ineligible,,,Ineligible
BID-000350,TND-00078,MPLADS-SYN-0078,CON-004,3594935.58,2026-04-06,Eligible,87.27,4,Not Selected
BID-000351,TND-00078,MPLADS-SYN-0078,CON-006,3401355.23,2026-04-06,Eligible,70.39,2,Selected
BID-000352,TND-00078,MPLADS-SYN-0078,CON-005,3391296.19,2026-04-06,Ineligible,,,Ineligible
BID-000353,TND-00078,MPLADS-SYN-0078,CON-002,3272175.54,2026-04-06,Eligible,90.23,1,Not Selected
BID-000354,TND-00078,MPLADS-SYN-0078,CON-001,3464063.98,2026-04-06,Eligible,79.18,3,Not Selected
BID-000355,TND-00079,MPLADS-SYN-0079,CON-003,416344.22,2025-12-17,Eligible,93.47,2,Not Selected
BID-000356,TND-00079,MPLADS-SYN-0079,CON-005,402784.39,2025-12-17,Eligible,81.92,1,Selected
BID-000357,TND-00079,MPLADS-SYN-0079,CON-004,361295.28,2025-12-17,Ineligible,,,Ineligible
BID-000358,TND-00079,MPLADS-SYN-0079,CON-006,366793.6,2025-12-17,Ineligible,,,Ineligible
BID-000359,TND-00080,MPLADS-SYN-0080,CON-007,1404252.73,2025-12-29,Ineligible,,,Ineligible
BID-000360,TND-00080,MPLADS-SYN-0080,CON-006,1383620.04,2025-12-29,Eligible,88.36,1,Not Selected
BID-000361,TND-00080,MPLADS-SYN-0080,CON-001,1624556.73,2025-12-29,Ineligible,,,Ineligible
BID-000362,TND-00081,MPLADS-SYN-0081,CON-003,1142639.57,2026-02-15,Eligible,69.06,2,Under Evaluation
BID-000363,TND-00081,MPLADS-SYN-0081,CON-007,1109363.2,2026-02-15,Eligible,90.29,1,Submitted
BID-000364,TND-00081,MPLADS-SYN-0081,CON-005,1159543.93,2026-02-15,Ineligible,,,Not Selected
BID-000365,TND-00081,MPLADS-SYN-0081,CON-006,1372279.1,2026-02-15,Ineligible,,,Not Selected
BID-000366,TND-00081,MPLADS-SYN-0081,CON-002,1345517.38,2026-02-15,Eligible,70.36,3,Submitted
BID-000367,TND-00082,MPLADS-SYN-0082,CON-001,3144495.05,2025-12-22,Eligible,84.48,1,Not Selected
BID-000368,TND-00082,MPLADS-SYN-0082,CON-006,2943108.68,2025-12-22,Ineligible,,,Ineligible
BID-000369,TND-00083,MPLADS-SYN-0083,CON-006,845379.57,2026-03-28,Eligible,85.24,2,Not Selected
BID-000370,TND-00083,MPLADS-SYN-0083,CON-001,925447.59,2026-03-28,Eligible,93.61,4,Under Evaluation
BID-000371,TND-00083,MPLADS-SYN-0083,CON-007,845852.87,2026-03-28,Eligible,72.51,3,Under Evaluation
BID-000372,TND-00083,MPLADS-SYN-0083,CON-003,926355.85,2026-03-28,Ineligible,,,Not Selected
BID-000373,TND-00083,MPLADS-SYN-0083,CON-004,963470.46,2026-03-28,Ineligible,,,Submitted
BID-000374,TND-00083,MPLADS-SYN-0083,CON-002,824044.61,2026-03-28,Eligible,96.86,1,Submitted
BID-000375,TND-00084,MPLADS-SYN-0084,CON-004,1619349.0,2026-06-12,Eligible,80.74,2,Under Evaluation
BID-000376,TND-00084,MPLADS-SYN-0084,CON-002,1530567.38,2026-06-12,Eligible,93.42,1,Under Evaluation
BID-000377,TND-00084,MPLADS-SYN-0084,CON-005,1713104.06,2026-06-12,Eligible,87.2,4,Under Evaluation
BID-000378,TND-00084,MPLADS-SYN-0084,CON-003,1667439.32,2026-06-12,Eligible,96.74,3,Not Selected
BID-000379,TND-00085,MPLADS-SYN-0085,CON-005,2843024.31,2026-03-08,Eligible,81.0,2,Under Evaluation
BID-000380,TND-00085,MPLADS-SYN-0085,CON-006,2577941.61,2026-03-08,Eligible,64.64,1,Not Selected
BID-000381,TND-00085,MPLADS-SYN-0085,CON-001,2965532.29,2026-03-08,Ineligible,,,Under Evaluation
BID-000382,TND-00086,MPLADS-SYN-0086,CON-001,2207165.6,2025-12-16,Eligible,89.99,2,Selected
BID-000383,TND-00086,MPLADS-SYN-0086,CON-007,2011535.0,2025-12-16,Eligible,91.28,1,Not Selected
BID-000384,TND-00086,MPLADS-SYN-0086,CON-003,2376421.24,2025-12-16,Ineligible,,,Ineligible
BID-000385,TND-00086,MPLADS-SYN-0086,CON-002,2264975.73,2025-12-16,Eligible,87.26,3,Not Selected
BID-000386,TND-00086,MPLADS-SYN-0086,CON-004,2341526.77,2025-12-16,Eligible,91.33,4,Not Selected
BID-000387,TND-00087,MPLADS-SYN-0087,CON-005,1354948.79,2026-08-10,Eligible,76.85,1,Not Selected
BID-000388,TND-00087,MPLADS-SYN-0087,CON-004,1586131.28,2026-08-10,Eligible,67.6,4,Under Evaluation
BID-000389,TND-00087,MPLADS-SYN-0087,CON-003,1454427.41,2026-08-10,Eligible,66.0,2,Submitted
BID-000390,TND-00087,MPLADS-SYN-0087,CON-006,1537173.61,2026-08-10,Eligible,86.06,3,Not Selected
BID-000391,TND-00087,MPLADS-SYN-0087,CON-001,1645612.1,2026-08-10,Eligible,78.18,6,Under Evaluation
BID-000392,TND-00087,MPLADS-SYN-0087,CON-007,1623055.05,2026-08-10,Eligible,86.12,5,Submitted
BID-000393,TND-00088,MPLADS-SYN-0088,CON-006,1500097.68,2026-08-15,Eligible,94.46,3,Not Selected
BID-000394,TND-00088,MPLADS-SYN-0088,CON-002,1509074.01,2026-08-15,Eligible,69.95,5,Not Selected
BID-000395,TND-00088,MPLADS-SYN-0088,CON-003,1466881.65,2026-08-15,Eligible,75.24,2,Not Selected
BID-000396,TND-00088,MPLADS-SYN-0088,CON-007,1320971.66,2026-08-15,Eligible,65.67,1,Not Selected
BID-000397,TND-00088,MPLADS-SYN-0088,CON-005,1503521.34,2026-08-15,Eligible,96.0,4,Not Selected
BID-000398,TND-00088,MPLADS-SYN-0088,CON-001,1213485.93,2026-08-15,Ineligible,,,Ineligible
BID-000399,TND-00089,MPLADS-SYN-0089,CON-006,3116327.87,2026-08-02,Ineligible,,,Under Evaluation
BID-000400,TND-00089,MPLADS-SYN-0089,CON-007,2983018.43,2026-08-02,Eligible,68.19,1,Not Selected
BID-000401,TND-00089,MPLADS-SYN-0089,CON-004,3569355.11,2026-08-02,Eligible,66.85,3,Under Evaluation
BID-000402,TND-00089,MPLADS-SYN-0089,CON-002,3542631.69,2026-08-02,Eligible,97.09,2,Under Evaluation
BID-000403,TND-00089,MPLADS-SYN-0089,CON-003,3071985.35,2026-08-02,Ineligible,,,Submitted
BID-000404,TND-00090,MPLADS-SYN-0090,CON-003,521147.73,2026-03-03,Eligible,97.03,1,Selected
BID-000405,TND-00090,MPLADS-SYN-0090,CON-005,560139.32,2026-03-03,Eligible,87.11,2,Not Selected
BID-000406,TND-00090,MPLADS-SYN-0090,CON-004,605996.84,2026-03-03,Eligible,62.78,4,Not Selected
BID-000407,TND-00090,MPLADS-SYN-0090,CON-001,583657.5,2026-03-03,Eligible,72.65,3,Not Selected
BID-000408,TND-00091,MPLADS-SYN-0091,CON-002,1234443.36,2026-06-02,Ineligible,,,Under Evaluation
BID-000409,TND-00091,MPLADS-SYN-0091,CON-007,1586852.4,2026-06-02,Eligible,96.79,3,Submitted
BID-000410,TND-00091,MPLADS-SYN-0091,CON-005,1435340.64,2026-06-02,Eligible,66.45,2,Under Evaluation
BID-000411,TND-00091,MPLADS-SYN-0091,CON-006,1411154.44,2026-06-02,Eligible,65.01,1,Under Evaluation
BID-000412,TND-00091,MPLADS-SYN-0091,CON-001,1347527.55,2026-06-02,Ineligible,,,Submitted
BID-000413,TND-00092,MPLADS-SYN-0092,CON-002,2003171.35,2026-06-12,Ineligible,,,Ineligible
BID-000414,TND-00092,MPLADS-SYN-0092,CON-003,1954293.4,2026-06-12,Eligible,88.42,1,Not Selected
BID-000415,TND-00093,MPLADS-SYN-0093,CON-007,1058731.39,2026-03-07,Eligible,68.73,2,Not Selected
BID-000416,TND-00093,MPLADS-SYN-0093,CON-002,1013579.36,2026-03-07,Eligible,66.22,1,Not Selected
BID-000417,TND-00093,MPLADS-SYN-0093,CON-005,1140804.19,2026-03-07,Eligible,97.82,4,Not Selected
BID-000418,TND-00093,MPLADS-SYN-0093,CON-006,1276525.87,2026-03-07,Eligible,76.78,6,Not Selected
BID-000419,TND-00093,MPLADS-SYN-0093,CON-003,1294701.48,2026-03-07,Ineligible,,,Ineligible
BID-000420,TND-00093,MPLADS-SYN-0093,CON-004,1138039.11,2026-03-07,Eligible,92.14,3,Not Selected
BID-000421,TND-00093,MPLADS-SYN-0093,CON-001,1258729.39,2026-03-07,Eligible,73.28,5,Selected
BID-000422,TND-00094,MPLADS-SYN-0094,CON-002,1689028.7,2025-12-18,Eligible,82.17,1,Not Selected
BID-000423,TND-00094,MPLADS-SYN-0094,CON-006,1748650.94,2025-12-18,Eligible,75.82,2,Not Selected
BID-000424,TND-00094,MPLADS-SYN-0094,CON-005,1390734.19,2025-12-18,Ineligible,,,Ineligible
BID-000425,TND-00095,MPLADS-SYN-0095,CON-005,933694.04,2026-05-27,Ineligible,,,Not Selected
BID-000426,TND-00095,MPLADS-SYN-0095,CON-007,1001696.35,2026-05-27,Eligible,96.85,4,Under Evaluation
BID-000427,TND-00095,MPLADS-SYN-0095,CON-001,932919.73,2026-05-27,Ineligible,,,Under Evaluation
BID-000428,TND-00095,MPLADS-SYN-0095,CON-003,999906.23,2026-05-27,Eligible,92.8,3,Submitted
BID-000429,TND-00095,MPLADS-SYN-0095,CON-002,966358.33,2026-05-27,Eligible,90.33,2,Under Evaluation
BID-000430,TND-00095,MPLADS-SYN-0095,CON-004,953074.0,2026-05-27,Ineligible,,,Submitted
BID-000431,TND-00095,MPLADS-SYN-0095,CON-006,873737.45,2026-05-27,Eligible,96.67,1,Submitted
BID-000432,TND-00096,MPLADS-SYN-0096,CON-007,1795970.43,2026-03-13,Eligible,94.34,3,Not Selected
BID-000433,TND-00096,MPLADS-SYN-0096,CON-001,1711502.07,2026-03-13,Eligible,85.29,2,Not Selected
BID-000434,TND-00096,MPLADS-SYN-0096,CON-006,1809202.6,2026-03-13,Eligible,78.61,5,Not Selected
BID-000435,TND-00096,MPLADS-SYN-0096,CON-002,1832014.07,2026-03-13,Eligible,70.2,6,Selected
BID-000436,TND-00096,MPLADS-SYN-0096,CON-003,1710145.67,2026-03-13,Eligible,88.75,1,Not Selected
BID-000437,TND-00096,MPLADS-SYN-0096,CON-004,1800200.09,2026-03-13,Eligible,76.5,4,Not Selected
BID-000438,TND-00097,MPLADS-SYN-0097,CON-003,1590241.56,2026-01-19,Ineligible,,,Ineligible
BID-000439,TND-00097,MPLADS-SYN-0097,CON-001,1732487.01,2026-01-19,Eligible,95.37,1,Not Selected
BID-000440,TND-00098,MPLADS-SYN-0098,CON-004,493220.95,2026-02-02,Eligible,79.88,6,Submitted
BID-000441,TND-00098,MPLADS-SYN-0098,CON-005,415741.68,2026-02-02,Eligible,62.91,4,Not Selected
BID-000442,TND-00098,MPLADS-SYN-0098,CON-001,387573.18,2026-02-02,Eligible,76.15,1,Not Selected
BID-000443,TND-00098,MPLADS-SYN-0098,CON-006,393129.49,2026-02-02,Eligible,69.68,3,Under Evaluation
BID-000444,TND-00098,MPLADS-SYN-0098,CON-003,391699.08,2026-02-02,Eligible,88.14,2,Submitted
BID-000445,TND-00098,MPLADS-SYN-0098,CON-002,434573.88,2026-02-02,Eligible,61.72,5,Under Evaluation
BID-000446,TND-00099,MPLADS-SYN-0099,CON-003,1596606.29,2026-04-04,Eligible,64.04,4,Not Selected
BID-000447,TND-00099,MPLADS-SYN-0099,CON-005,1514734.76,2026-04-04,Eligible,64.43,2,Under Evaluation
BID-000448,TND-00099,MPLADS-SYN-0099,CON-006,1375118.11,2026-04-04,Ineligible,,,Under Evaluation
BID-000449,TND-00099,MPLADS-SYN-0099,CON-004,1575345.4,2026-04-04,Ineligible,,,Under Evaluation
BID-000450,TND-00099,MPLADS-SYN-0099,CON-007,1547122.26,2026-04-04,Eligible,85.6,3,Not Selected
BID-000451,TND-00099,MPLADS-SYN-0099,CON-002,1574762.94,2026-04-04,Ineligible,,,Under Evaluation
BID-000452,TND-00099,MPLADS-SYN-0099,CON-001,1342739.53,2026-04-04,Eligible,67.25,1,Submitted
BID-000453,TND-00100,MPLADS-SYN-0100,CON-006,3069870.1,2026-01-03,Eligible,63.27,2,Not Selected
BID-000454,TND-00100,MPLADS-SYN-0100,CON-005,3179412.37,2026-01-03,Eligible,78.01,3,Not Selected
BID-000455,TND-00100,MPLADS-SYN-0100,CON-002,2609135.33,2026-01-03,Eligible,94.29,1,Not Selected
BID-000456,TND-00100,MPLADS-SYN-0100,CON-001,3155820.65,2026-01-03,Ineligible,,,Ineligible
BID-000457,TND-00100,MPLADS-SYN-0100,CON-004,3327448.49,2026-01-03,Ineligible,,,Ineligible
BID-000458,TND-00100,MPLADS-SYN-0100,CON-007,2607466.18,2026-01-03,Ineligible,,,Ineligible
BID-000459,TND-00101,MPLADS-SYN-0101,CON-005,1974284.55,2026-02-26,Ineligible,,,Ineligible
BID-000460,TND-00101,MPLADS-SYN-0101,CON-002,2039335.81,2026-02-26,Eligible,61.41,3,Not Selected
BID-000461,TND-00101,MPLADS-SYN-0101,CON-004,1823846.58,2026-02-26,Ineligible,,,Ineligible
BID-000462,TND-00101,MPLADS-SYN-0101,CON-006,1743314.78,2026-02-26,Eligible,80.08,1,Not Selected
BID-000463,TND-00101,MPLADS-SYN-0101,CON-001,1834562.18,2026-02-26,Eligible,81.02,2,Not Selected
BID-000464,TND-00101,MPLADS-SYN-0101,CON-007,1760567.46,2026-02-26,Ineligible,,,Ineligible
BID-000465,TND-00102,MPLADS-SYN-0102,CON-007,1170943.42,2026-01-19,Eligible,73.07,2,Under Evaluation
BID-000466,TND-00102,MPLADS-SYN-0102,CON-001,1153192.74,2026-01-19,Eligible,94.54,1,Not Selected
BID-000467,TND-00102,MPLADS-SYN-0102,CON-005,1187181.08,2026-01-19,Ineligible,,,Submitted
BID-000468,TND-00102,MPLADS-SYN-0102,CON-004,1359907.55,2026-01-19,Ineligible,,,Under Evaluation
BID-000469,TND-00102,MPLADS-SYN-0102,CON-002,1344003.14,2026-01-19,Eligible,90.39,3,Under Evaluation
BID-000470,TND-00103,MPLADS-SYN-0103,CON-006,2089963.37,2026-03-14,Eligible,73.63,2,Submitted
