project_id,state,district,constituency,work_type,work_description,sanction_amount,estimated_cost,expenditure,start_date,expected_completion,actual_completion_date,physical_progress,financial_progress,implementing_agency,contractor_agency,latitude,longitude,status,terrain,data_source
MPLADS-SYN-0100,Maharashtra,Thane,Thane,Community Hall,Community Hall development work in Thane,2990000,3050000,2310937,2026-02-17,2026-09-29,,87,80,Municipal Council,Maharashtra Works Agency,11.079928,74.596396,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0101,Bihar,Bhagalpur,Bhagalpur,Community Hall,Community Hall development work in Bhagalpur,1960000,1920000,1843302,2026-03-19,2026-07-03,,94,98,District Health Office,Om Civil Works,18.471501,74.767408,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0102,Uttar Pradesh,Kanpur Nagar,Kanpur,Library,Library development work in Kanpur Nagar,1260000,1270000,948391,2026-02-14,2026-05-19,,73,80,Rural Development Agency,Maharashtra Works Agency,23.700107,87.016408,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0103,Rajasthan,Udaipur,Udaipur,Sports Facility,Sports Facility development work in Udaipur,2310000,2300000,1844151,2026-03-12,2026-10-01,,80,82,Rural Development Agency,Om Civil Works,13.202442,77.059776,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0104,Uttar Pradesh,Prayagraj,Prayagraj,Solar Lighting,Solar Lighting development work in Prayagraj,1560000,1580000,1332727,2026-01-25,2026-05-09,,86,92,Rural Development Agency,National Infra Services,16.998927,75.32817,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0105,Karnataka,Hubballi,Hubballi,Solar Lighting,Solar Lighting development work in Hubballi,1130000,1140000,689450,2026-05-08,2026-12-09,,61,67,Rural Development Agency,Shree Buildcon,27.059134,81.485961,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0106,Tamil Nadu,Chennai,Chennai,Sports Facility,Sports Facility development work in Chennai,750000,750000,337500,2026-06-07,2026-12-30,,51,45,Municipal Council,Maharashtra Works Agency,27.415921,83.271271,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0107,Madhya Pradesh,Bhopal,Bhopal,Sports Facility,Sports Facility development work in Bhopal,2330000,2340000,1467900,2026-01-17,2026-06-14,,64,63,Education Department,Sai Construction,22.069942,74.884206,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0108,Rajasthan,Jodhpur,Jodhpur,Community Hall,Community Hall development work in Jodhpur,3280000,3220000,1972307,2026-03-14,2026-09-17,,66,65,Education Department,Shree Buildcon,20.928366,80.810713,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0109,Rajasthan,Ajmer,Ajmer,Solar Lighting,Solar Lighting development work in Ajmer,1590000,1620000,1494600,2026-05-12,2026-10-02,,39,94,Public Works Department,National Infra Services,17.993622,84.152682,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0110,Gujarat,Ahmedabad,Ahmedabad,Library,Library development work in Ahmedabad,1650000,1700000,973500,2026-07-17,2026-10-06,,44,59,Municipal Corporation,ABC Infrastructure Pvt Ltd,20.671095,73.391136,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0111,Madhya Pradesh,Jabalpur,Jabalpur,Street Lighting,Street Lighting development work in Jabalpur,1400000,1400000,1002562,2026-08-25,2027-02-23,,85,75,Zilla Parishad,Maharashtra Works Agency,23.700319,85.166419,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0112,Bihar,Gaya,Gaya,Drainage,Drainage development work in Gaya,430000,440000,131795,2026-01-06,2026-04-02,,40,34,Municipal Corporation,Maharashtra Works Agency,10.563304,79.233874,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0113,Maharashtra,Aurangabad,Aurangabad,Library,Library development work in Aurangabad,540000,540000,302400,2026-04-16,2026-09-22,,40,56,Municipal Corporation,National Infra Services,27.192413,74.617089,Delayed,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0114,Maharashtra,Nashik,Nashik,Drainage,Drainage development work in Nashik,2010000,2050000,1125600,2026-02-05,2026-08-08,,33,56,Municipal Corporation,Shree Buildcon,28.124352,85.01127,Delayed,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0115,Maharashtra,Solapur,Solapur,Drainage,Drainage development work in Solapur,2400000,2380000,1999262,2026-06-24,2026-09-08,,84,91,Public Works Department,National Infra Services,24.79052,75.132846,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0116,Gujarat,Ahmedabad,Ahmedabad,Drinking Water,Drinking Water development work in Ahmedabad,1970000,1970000,1249139,2026-02-15,2026-09-26,,58,70,Municipal Corporation,ABC Infrastructure Pvt Ltd,19.439408,87.481024,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0117,Gujarat,Kutch,Kutch,Drainage,Drainage development work in Kutch,2110000,2120000,1554130,2026-07-04,2026-10-14,,69,78,Municipal Council,District Works Cooperative,19.274292,80.327431,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0118,Karnataka,Bengaluru Urban,Bengaluru,Street Lighting,Street Lighting development work in Bengaluru Urban,750000,760000,443346,2026-06-01,2027-01-23,,71,65,Municipal Corporation,District Works Cooperative,26.841798,80.43598,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0119,Tamil Nadu,Madurai,Madurai,Health Facility,Health Facility development work in Madurai,3010000,2930000,2098475,2026-02-25,2026-06-23,,75,77,District Health Office,National Infra Services,25.414302,87.322777,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0120,Rajasthan,Udaipur,Udaipur,Health Facility,Health Facility development work in Udaipur,4150000,4130000,2070517,2026-04-08,2026-06-25,,42,53,Education Department,Maharashtra Works Agency,16.816347,83.298177,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0121,Madhya Pradesh,Bhopal,Bhopal,Health Facility,Health Facility development work in Bhopal,3870000,3780000,2848099,2026-01-09,2026-04-22,,64,74,Municipal Corporation,ABC Infrastructure Pvt Ltd,12.114269,83.49269,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0122,Tamil Nadu,Madurai,Madurai,Drinking Water,Drinking Water development work in Madurai,1560000,1580000,608400,2026-01-21,2026-05-26,,34,39,Education Department,Sai Construction,28.302413,87.578256,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0123,Madhya Pradesh,Jabalpur,Jabalpur,School Building,School Building development work in Jabalpur,3860000,3850000,3396800,2026-02-06,2026-06-27,,41,88,Municipal Council,District Works Cooperative,22.90513,84.629678,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0124,Rajasthan,Jodhpur,Jodhpur,Drinking Water,Drinking Water development work in Jodhpur,450000,460000,324267,2026-08-20,2027-02-21,,84,75,Municipal Corporation,National Infra Services,25.768886,86.645184,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0125,Bihar,Patna,Patna,Sports Facility,Sports Facility development work in Patna,570000,580000,256500,2026-03-13,2026-08-25,,77,45,Rural Development Agency,Maharashtra Works Agency,8.510698,79.485732,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0126,Karnataka,Bengaluru Urban,Bengaluru,Library,Library development work in Bengaluru Urban,1600000,1570000,752648,2026-01-20,2026-07-25,,40,49,Municipal Council,Shree Buildcon,20.071678,79.849248,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0127,Tamil Nadu,Chennai,Chennai,School Building,School Building development work in Chennai,4870000,4930000,2592827,2026-06-13,2026-08-29,,42,54,Rural Development Agency,District Works Cooperative,25.287847,73.071277,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0128,Bihar,Gaya,Gaya,Solar Lighting,Solar Lighting development work in Gaya,850000,840000,748000,2026-04-01,2026-06-30,,54,88,Rural Development Agency,ABC Infrastructure Pvt Ltd,20.821945,73.945774,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0129,Madhya Pradesh,Ujjain,Ujjain,Community Hall,Community Hall development work in Ujjain,3220000,3150000,1352400,2026-06-15,2026-11-27,,25,42,Zilla Parishad,National Infra Services,25.119668,76.939172,Delayed,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0130,Gujarat,Rajkot,Rajkot,Sports Facility,Sports Facility development work in Rajkot,370000,360000,279832,2026-03-07,2026-08-01,,84,77,District Health Office,Sai Construction,25.914521,77.120919,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0131,Maharashtra,Solapur,Solapur,Sports Facility,Sports Facility development work in Solapur,1570000,1610000,540897,2026-06-18,2026-11-06,,45,37,Municipal Council,Maharashtra Works Agency,27.337195,85.266047,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0132,Bihar,Darbhanga,Darbhanga,Community Hall,Community Hall development work in Darbhanga,1290000,1270000,1085176,2026-08-04,2027-01-27,2027-03-07,95,92,District Health Office,Maharashtra Works Agency,21.210582,84.647143,Completed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0133,Bihar,Bhagalpur,Bhagalpur,School Building,School Building development work in Bhagalpur,2690000,2740000,1313482,2026-07-14,2027-02-04,,39,51,Municipal Corporation,District Works Cooperative,19.162801,75.896546,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0134,Maharashtra,Ahmednagar,Ahmednagar,Community Hall,Community Hall development work in Ahmednagar,3120000,3110000,2786898,2026-07-20,2027-02-12,,85,96,Municipal Council,Sai Construction,12.216064,86.477518,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0135,Madhya Pradesh,Indore,Indore,Sports Facility,Sports Facility development work in Indore,1310000,1280000,382048,2026-06-14,2026-09-21,,36,30,Education Department,Maharashtra Works Agency,21.736355,74.215578,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0136,Karnataka,Dharwad,Dharwad,Sports Facility,Sports Facility development work in Dharwad,500000,500000,358531,2026-02-08,2026-08-07,,69,77,District Health Office,National Infra Services,21.606607,83.033833,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0137,Madhya Pradesh,Sagar,Sagar,School Building,School Building development work in Sagar,2380000,2420000,1236566,2026-05-09,2026-09-11,,44,55,District Health Office,ABC Infrastructure Pvt Ltd,10.286763,74.881128,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0138,Madhya Pradesh,Ujjain,Ujjain,Health Facility,Health Facility development work in Ujjain,3190000,3230000,2679600,2026-04-13,2026-12-03,,15,84,Rural Development Agency,National Infra Services,17.729086,74.394972,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0139,Rajasthan,Kota,Kota,Street Lighting,Street Lighting development work in Kota,670000,690000,224529,2026-02-02,2026-09-02,,42,34,Education Department,National Infra Services,12.444907,81.889852,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0140,Rajasthan,Ajmer,Ajmer,Health Facility,Health Facility development work in Ajmer,1720000,1710000,911600,2026-02-05,2026-08-22,,65,53,Rural Development Agency,District Works Cooperative,12.476923,82.61508,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0141,Bihar,Patna,Patna,Solar Lighting,Solar Lighting development work in Patna,1660000,1620000,1063175,2026-06-11,2027-01-31,,58,65,Rural Development Agency,Maharashtra Works Agency,9.131491,88.450761,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0142,Karnataka,Dharwad,Dharwad,Sports Facility,Sports Facility development work in Dharwad,2480000,2430000,2301594,2026-01-02,2026-05-28,,86,96,Municipal Corporation,ABC Infrastructure Pvt Ltd,24.14946,72.70644,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0143,Gujarat,Ahmedabad,Ahmedabad,School Building,School Building development work in Ahmedabad,3560000,3540000,1704673,2026-04-03,2026-07-23,,55,48,Municipal Corporation,Sai Construction,24.636181,88.20618,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0144,Madhya Pradesh,Sagar,Sagar,Road,Road development work in Sagar,1980000,2020000,830422,2026-08-20,2026-11-10,,50,46,Education Department,National Infra Services,24.042952,77.739584,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0145,Madhya Pradesh,Indore,Indore,Road,Road development work in Indore,1740000,1740000,884801,2026-02-08,2026-07-31,,55,52,Public Works Department,Om Civil Works,14.682432,75.279398,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0146,Uttar Pradesh,Kanpur Nagar,Kanpur,Drainage,Drainage development work in Kanpur Nagar,980000,960000,883445,2026-03-21,2026-10-23,,89,95,Public Works Department,Shree Buildcon,27.887785,86.107566,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0147,Maharashtra,Nandurbar,Nandurbar,Drinking Water,Drinking Water development work in Nandurbar,620000,630000,442015,2026-04-21,2026-07-13,,71,79,Rural Development Agency,ABC Infrastructure Pvt Ltd,21.71523,74.669747,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0148,Maharashtra,Thane,Thane,Drainage,Drainage development work in Thane,520000,530000,416745,2026-06-15,2027-01-19,,70,82,Municipal Corporation,ABC Infrastructure Pvt Ltd,15.511876,82.694849,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0149,Rajasthan,Udaipur,Udaipur,School Building,School Building development work in Udaipur,1400000,1410000,1146290,2026-03-10,2026-05-28,,90,86,Municipal Council,ABC Infrastructure Pvt Ltd,13.656826,83.501855,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0150,Bihar,Bhagalpur,Bhagalpur,Street Lighting,Street Lighting development work in Bhagalpur,540000,530000,464400,2026-05-06,2026-09-09,,24,86,Rural Development Agency,Shree Buildcon,15.623997,76.754414,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0151,Maharashtra,Nandurbar,Nandurbar,Library,Library development work in Nandurbar,690000,670000,440257,2026-06-05,2026-08-05,,65,64,Public Works Department,National Infra Services,27.999821,77.466131,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0152,Gujarat,Kutch,Kutch,Health Facility,Health Facility development work in Kutch,1790000,1790000,568731,2026-01-22,2026-06-23,,35,34,Municipal Council,Sai Construction,22.677257,79.056068,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0153,Karnataka,Dharwad,Dharwad,Community Hall,Community Hall development work in Dharwad,3630000,3640000,3375900,2026-03-07,2026-06-22,,34,93,Rural Development Agency,District Works Cooperative,13.933995,80.094663,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0154,Gujarat,Vadodara,Vadodara,Sports Facility,Sports Facility development work in Vadodara,2180000,2170000,727719,2026-05-06,2026-11-30,,45,36,Municipal Council,ABC Infrastructure Pvt Ltd,14.553463,86.492235,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0155,Bihar,Bhagalpur,Bhagalpur,Drainage,Drainage development work in Bhagalpur,790000,810000,777839,2026-03-17,2026-07-11,2026-08-25,95,100,Municipal Council,District Works Cooperative,24.299688,81.217811,Completed,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0156,Gujarat,Ahmedabad,Ahmedabad,Road,Road development work in Ahmedabad,2480000,2480000,897093,2026-07-02,2026-10-20,,42,40,Zilla Parishad,ABC Infrastructure Pvt Ltd,24.257631,80.472407,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0157,Maharashtra,Pune,Pune,Drinking Water,Drinking Water development work in Pune,1620000,1590000,900754,2026-08-12,2027-04-07,,57,59,Municipal Council,Om Civil Works,17.013149,87.802838,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0158,Bihar,Muzaffarpur,Muzaffarpur,Community Hall,Community Hall development work in Muzaffarpur,890000,860000,534972,2026-08-22,2026-11-16,,60,62,Rural Development Agency,Sai Construction,18.714579,83.162558,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0159,Gujarat,Rajkot,Rajkot,Road,Road development work in Rajkot,2920000,2980000,1781200,2026-06-05,2026-10-20,,36,61,Public Works Department,Om Civil Works,9.974839,73.262535,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0160,Bihar,Patna,Patna,Solar Lighting,Solar Lighting development work in Patna,1510000,1500000,993581,2026-08-16,2027-03-07,,59,68,Municipal Council,District Works Cooperative,18.387043,78.45785,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0161,Maharashtra,Palghar,Palghar,Health Facility,Health Facility development work in Palghar,3700000,3700000,2089685,2026-07-09,2026-09-12,,59,59,Rural Development Agency,National Infra Services,20.053779,88.265119,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0162,Bihar,Bhagalpur,Bhagalpur,Drinking Water,Drinking Water development work in Bhagalpur,1200000,1180000,907509,2026-05-17,2026-09-30,,74,80,District Health Office,Sai Construction,19.068925,75.30127,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0163,Uttar Pradesh,Kanpur Nagar,Kanpur,School Building,School Building development work in Kanpur Nagar,1730000,1760000,692000,2026-04-10,2026-10-05,,32,40,Public Works Department,Sai Construction,28.321509,78.963316,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0164,Karnataka,Dharwad,Dharwad,School Building,School Building development work in Dharwad,2220000,2210000,843600,2026-06-11,2027-01-06,,33,38,Rural Development Agency,National Infra Services,24.519753,84.275323,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0165,Tamil Nadu,Chennai,Chennai,Sports Facility,Sports Facility development work in Chennai,920000,900000,392272,2026-07-01,2026-12-08,,48,43,Municipal Corporation,Maharashtra Works Agency,9.850132,85.574677,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0166,Madhya Pradesh,Indore,Indore,Sports Facility,Sports Facility development work in Indore,2180000,2120000,1809400,2026-03-20,2026-11-10,,23,83,Education Department,Sai Construction,27.258074,79.449583,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0167,Bihar,Bhagalpur,Bhagalpur,School Building,School Building development work in Bhagalpur,2170000,2140000,992026,2026-04-09,2026-08-20,,48,47,Rural Development Agency,National Infra Services,15.832507,79.116592,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0168,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Solar Lighting,Solar Lighting development work in Tiruchirappalli,350000,360000,141215,2026-07-10,2026-12-18,,46,44,Municipal Corporation,National Infra Services,10.710884,86.721728,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0169,Bihar,Patna,Patna,Drinking Water,Drinking Water development work in Patna,660000,680000,402600,2026-03-02,2026-08-29,,79,61,Municipal Council,Maharashtra Works Agency,22.472239,79.201093,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0170,Tamil Nadu,Chennai,Chennai,Street Lighting,Street Lighting development work in Chennai,510000,510000,357192,2026-02-11,2026-05-21,,75,73,Zilla Parishad,ABC Infrastructure Pvt Ltd,17.43478,83.67716,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0171,Madhya Pradesh,Bhopal,Bhopal,Street Lighting,Street Lighting development work in Bhopal,1480000,1450000,1024128,2026-05-22,2026-12-22,,66,70,Municipal Corporation,Shree Buildcon,21.643166,85.728872,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0172,Rajasthan,Ajmer,Ajmer,Health Facility,Health Facility development work in Ajmer,2320000,2310000,1497621,2026-02-02,2026-08-12,,71,69,Public Works Department,ABC Infrastructure Pvt Ltd,16.710727,73.558992,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0173,Gujarat,Ahmedabad,Ahmedabad,Community Hall,Community Hall development work in Ahmedabad,3230000,3240000,2896285,2026-07-22,2027-02-21,,79,90,Rural Development Agency,National Infra Services,14.2074,85.416686,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0174,Bihar,Bhagalpur,Bhagalpur,Library,Library development work in Bhagalpur,360000,350000,295403,2026-04-07,2026-08-20,,75,87,Education Department,Om Civil Works,25.09369,72.840216,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0175,Rajasthan,Ajmer,Ajmer,Drainage,Drainage development work in Ajmer,1980000,1940000,1306800,2026-08-05,2026-12-18,,61,66,District Health Office,National Infra Services,16.00261,78.878208,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0176,Karnataka,Mysuru,Mysuru,Sports Facility,Sports Facility development work in Mysuru,1860000,1840000,1425209,2026-01-15,2026-07-11,,85,78,Education Department,District Works Cooperative,10.274082,73.747216,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0177,Madhya Pradesh,Sagar,Sagar,Health Facility,Health Facility development work in Sagar,1920000,1960000,729600,2026-07-14,2026-12-25,,48,38,Education Department,Sai Construction,18.581184,83.256278,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0178,Uttar Pradesh,Kanpur Nagar,Kanpur,Street Lighting,Street Lighting development work in Kanpur Nagar,400000,410000,265391,2026-06-13,2026-09-13,,68,68,Public Works Department,Om Civil Works,13.820521,73.531523,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0179,Rajasthan,Kota,Kota,Street Lighting,Street Lighting development work in Kota,930000,920000,773740,2026-03-23,2026-08-26,,87,88,District Health Office,Om Civil Works,13.076483,77.409475,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
