update_id,project_id,date,physical_progress,financial_progress,reported_by,data_source
PR-0083-3,MPLADS-SYN-0083,2026-10-23,72,40,Field Officer,SYNTHETIC_PROTOTYPE
PR-0084-1,MPLADS-SYN-0084,2026-08-30,11,19,Field Officer,SYNTHETIC_PROTOTYPE
PR-0084-2,MPLADS-SYN-0084,2026-10-14,25,33,District Authority,SYNTHETIC_PROTOTYPE
PR-0084-3,MPLADS-SYN-0084,2026-11-30,42,54,District Authority,SYNTHETIC_PROTOTYPE
PR-0085-1,MPLADS-SYN-0085,2026-06-16,13,30,Field Officer,SYNTHETIC_PROTOTYPE
PR-0085-2,MPLADS-SYN-0085,2026-09-01,22,50,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0085-3,MPLADS-SYN-0085,2026-11-20,30,79,District Authority,SYNTHETIC_PROTOTYPE
PR-0086-1,MPLADS-SYN-0086,2026-03-20,26,26,Field Officer,SYNTHETIC_PROTOTYPE
PR-0086-2,MPLADS-SYN-0086,2026-06-06,49,52,District Authority,SYNTHETIC_PROTOTYPE
PR-0086-3,MPLADS-SYN-0086,2026-08-26,77,75,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0087-1,MPLADS-SYN-0087,2026-09-19,19,23,Field Officer,SYNTHETIC_PROTOTYPE
PR-0087-2,MPLADS-SYN-0087,2026-10-29,27,52,Field Officer,SYNTHETIC_PROTOTYPE
PR-0087-3,MPLADS-SYN-0087,2026-12-09,45,82,District Authority,SYNTHETIC_PROTOTYPE
PR-0088-1,MPLADS-SYN-0088,2026-09-30,4,23,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0088-2,MPLADS-SYN-0088,2026-11-21,18,54,Field Officer,SYNTHETIC_PROTOTYPE
PR-0088-3,MPLADS-SYN-0088,2027-01-14,28,76,Field Officer,SYNTHETIC_PROTOTYPE
PR-0089-1,MPLADS-SYN-0089,2026-09-01,24,20,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0089-2,MPLADS-SYN-0089,2026-09-27,47,45,Field Officer,SYNTHETIC_PROTOTYPE
PR-0089-3,MPLADS-SYN-0089,2026-10-24,70,61,District Authority,SYNTHETIC_PROTOTYPE
PR-0090-1,MPLADS-SYN-0090,2026-05-19,22,21,Field Officer,SYNTHETIC_PROTOTYPE
PR-0090-2,MPLADS-SYN-0090,2026-07-07,40,43,District Authority,SYNTHETIC_PROTOTYPE
PR-0090-3,MPLADS-SYN-0090,2026-08-26,57,69,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0091-1,MPLADS-SYN-0091,2026-08-08,16,20,Field Officer,SYNTHETIC_PROTOTYPE
PR-0091-2,MPLADS-SYN-0091,2026-09-29,40,36,Field Officer,SYNTHETIC_PROTOTYPE
PR-0091-3,MPLADS-SYN-0091,2026-11-22,60,56,Field Officer,SYNTHETIC_PROTOTYPE
PR-0092-1,MPLADS-SYN-0092,2026-07-29,17,20,Field Officer,SYNTHETIC_PROTOTYPE
PR-0092-2,MPLADS-SYN-0092,2026-08-22,30,43,District Authority,SYNTHETIC_PROTOTYPE
PR-0092-3,MPLADS-SYN-0092,2026-09-16,50,68,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0093-1,MPLADS-SYN-0093,2026-05-26,15,20,Field Officer,SYNTHETIC_PROTOTYPE
PR-0093-2,MPLADS-SYN-0093,2026-07-28,27,30,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0093-3,MPLADS-SYN-0093,2026-10-01,46,49,Field Officer,SYNTHETIC_PROTOTYPE
PR-0094-1,MPLADS-SYN-0094,2026-03-21,13,5,District Authority,SYNTHETIC_PROTOTYPE
PR-0094-2,MPLADS-SYN-0094,2026-06-05,23,20,Field Officer,SYNTHETIC_PROTOTYPE
PR-0094-3,MPLADS-SYN-0094,2026-08-23,35,21,Field Officer,SYNTHETIC_PROTOTYPE
PR-0095-1,MPLADS-SYN-0095,2026-06-29,30,30,Field Officer,SYNTHETIC_PROTOTYPE
PR-0095-2,MPLADS-SYN-0095,2026-07-26,59,57,District Authority,SYNTHETIC_PROTOTYPE
PR-0095-3,MPLADS-SYN-0095,2026-08-23,83,86,Field Officer,SYNTHETIC_PROTOTYPE
PR-0096-1,MPLADS-SYN-0096,2026-05-27,13,25,Field Officer,SYNTHETIC_PROTOTYPE
PR-0096-2,MPLADS-SYN-0096,2026-07-19,33,39,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0096-3,MPLADS-SYN-0096,2026-09-12,50,67,Field Officer,SYNTHETIC_PROTOTYPE
PR-0097-1,MPLADS-SYN-0097,2026-03-09,22,27,District Authority,SYNTHETIC_PROTOTYPE
PR-0097-2,MPLADS-SYN-0097,2026-04-06,53,60,District Authority,SYNTHETIC_PROTOTYPE
PR-0097-3,MPLADS-SYN-0097,2026-05-05,77,85,Field Officer,SYNTHETIC_PROTOTYPE
PR-0098-1,MPLADS-SYN-0098,2026-04-23,10,9,Field Officer,SYNTHETIC_PROTOTYPE
PR-0098-2,MPLADS-SYN-0098,2026-05-29,23,31,Field Officer,SYNTHETIC_PROTOTYPE
PR-0098-3,MPLADS-SYN-0098,2026-07-06,39,40,District Authority,SYNTHETIC_PROTOTYPE
PR-0099-1,MPLADS-SYN-0099,2026-06-20,22,19,Field Officer,SYNTHETIC_PROTOTYPE
PR-0099-2,MPLADS-SYN-0099,2026-07-29,46,45,Field Officer,SYNTHETIC_PROTOTYPE
PR-0099-3,MPLADS-SYN-0099,2026-09-08,65,73,Field Officer,SYNTHETIC_PROTOTYPE
PR-0100-1,MPLADS-SYN-0100,2026-05-01,29,23,District Authority,SYNTHETIC_PROTOTYPE
PR-0100-2,MPLADS-SYN-0100,2026-07-14,60,55,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0100-3,MPLADS-SYN-0100,2026-09-29,85,82,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0101-1,MPLADS-SYN-0101,2026-04-22,30,34,District Authority,SYNTHETIC_PROTOTYPE
PR-0101-2,MPLADS-SYN-0101,2026-05-27,60,61,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0101-3,MPLADS-SYN-0101,2026-07-03,93,100,Field Officer,SYNTHETIC_PROTOTYPE
PR-0102-1,MPLADS-SYN-0102,2026-03-17,20,22,Field Officer,SYNTHETIC_PROTOTYPE
PR-0102-2,MPLADS-SYN-0102,2026-04-17,52,49,Field Officer,SYNTHETIC_PROTOTYPE
PR-0102-3,MPLADS-SYN-0102,2026-05-19,69,82,Field Officer,SYNTHETIC_PROTOTYPE
PR-0103-1,MPLADS-SYN-0103,2026-05-17,25,30,Field Officer,SYNTHETIC_PROTOTYPE
PR-0103-2,MPLADS-SYN-0103,2026-07-23,50,51,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0103-3,MPLADS-SYN-0103,2026-10-01,84,84,District Authority,SYNTHETIC_PROTOTYPE
PR-0104-1,MPLADS-SYN-0104,2026-02-28,32,34,Field Officer,SYNTHETIC_PROTOTYPE
PR-0104-2,MPLADS-SYN-0104,2026-04-03,55,58,Field Officer,SYNTHETIC_PROTOTYPE
PR-0104-3,MPLADS-SYN-0104,2026-05-09,82,93,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0105-1,MPLADS-SYN-0105,2026-07-17,24,22,District Authority,SYNTHETIC_PROTOTYPE
PR-0105-2,MPLADS-SYN-0105,2026-09-26,37,48,District Authority,SYNTHETIC_PROTOTYPE
PR-0105-3,MPLADS-SYN-0105,2026-12-09,65,67,Field Officer,SYNTHETIC_PROTOTYPE
PR-0106-1,MPLADS-SYN-0106,2026-08-13,15,14,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0106-2,MPLADS-SYN-0106,2026-10-20,32,28,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0106-3,MPLADS-SYN-0106,2026-12-30,52,43,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0107-1,MPLADS-SYN-0107,2026-03-06,22,16,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0107-2,MPLADS-SYN-0107,2026-04-24,41,43,Field Officer,SYNTHETIC_PROTOTYPE
PR-0107-3,MPLADS-SYN-0107,2026-06-14,61,64,District Authority,SYNTHETIC_PROTOTYPE
PR-0108-1,MPLADS-SYN-0108,2026-05-14,23,18,Field Officer,SYNTHETIC_PROTOTYPE
PR-0108-2,MPLADS-SYN-0108,2026-07-15,41,38,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0108-3,MPLADS-SYN-0108,2026-09-17,66,68,Field Officer,SYNTHETIC_PROTOTYPE
PR-0109-1,MPLADS-SYN-0109,2026-06-28,15,29,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0109-2,MPLADS-SYN-0109,2026-08-14,26,64,Field Officer,SYNTHETIC_PROTOTYPE
PR-0109-3,MPLADS-SYN-0109,2026-10-02,41,91,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0110-1,MPLADS-SYN-0110,2026-08-12,13,19,District Authority,SYNTHETIC_PROTOTYPE
PR-0110-2,MPLADS-SYN-0110,2026-09-08,27,36,Field Officer,SYNTHETIC_PROTOTYPE
PR-0110-3,MPLADS-SYN-0110,2026-10-06,42,55,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0111-1,MPLADS-SYN-0111,2026-10-24,30,28,District Authority,SYNTHETIC_PROTOTYPE
PR-0111-2,MPLADS-SYN-0111,2026-12-23,58,48,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0111-3,MPLADS-SYN-0111,2027-02-23,87,77,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0112-1,MPLADS-SYN-0112,2026-02-03,14,13,District Authority,SYNTHETIC_PROTOTYPE
PR-0112-2,MPLADS-SYN-0112,2026-03-03,29,23,District Authority,SYNTHETIC_PROTOTYPE
PR-0112-3,MPLADS-SYN-0112,2026-04-02,36,35,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0113-1,MPLADS-SYN-0113,2026-06-07,13,21,Field Officer,SYNTHETIC_PROTOTYPE
PR-0113-2,MPLADS-SYN-0113,2026-07-29,26,35,District Authority,SYNTHETIC_PROTOTYPE
PR-0113-3,MPLADS-SYN-0113,2026-09-22,36,55,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0114-1,MPLADS-SYN-0114,2026-04-06,6,20,District Authority,SYNTHETIC_PROTOTYPE
PR-0114-2,MPLADS-SYN-0114,2026-06-06,19,36,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0114-3,MPLADS-SYN-0114,2026-08-08,36,59,Field Officer,SYNTHETIC_PROTOTYPE
PR-0115-1,MPLADS-SYN-0115,2026-07-19,28,32,Field Officer,SYNTHETIC_PROTOTYPE
PR-0115-2,MPLADS-SYN-0115,2026-08-13,56,57,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0115-3,MPLADS-SYN-0115,2026-09-08,88,88,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0116-1,MPLADS-SYN-0116,2026-04-29,23,19,Field Officer,SYNTHETIC_PROTOTYPE
PR-0116-2,MPLADS-SYN-0116,2026-07-12,35,46,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0116-3,MPLADS-SYN-0116,2026-09-26,57,74,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0117-1,MPLADS-SYN-0117,2026-08-06,23,29,District Authority,SYNTHETIC_PROTOTYPE
PR-0117-2,MPLADS-SYN-0117,2026-09-09,46,53,Field Officer,SYNTHETIC_PROTOTYPE
PR-0117-3,MPLADS-SYN-0117,2026-10-14,71,79,Field Officer,SYNTHETIC_PROTOTYPE
PR-0118-1,MPLADS-SYN-0118,2026-08-17,24,19,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0118-2,MPLADS-SYN-0118,2026-11-03,46,43,Field Officer,SYNTHETIC_PROTOTYPE
PR-0118-3,MPLADS-SYN-0118,2027-01-23,70,64,District Authority,SYNTHETIC_PROTOTYPE
PR-0119-1,MPLADS-SYN-0119,2026-04-04,25,29,Field Officer,SYNTHETIC_PROTOTYPE
PR-0119-2,MPLADS-SYN-0119,2026-05-13,47,51,Field Officer,SYNTHETIC_PROTOTYPE
PR-0119-3,MPLADS-SYN-0119,2026-06-23,74,75,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0120-1,MPLADS-SYN-0120,2026-05-03,14,16,District Authority,SYNTHETIC_PROTOTYPE
PR-0120-2,MPLADS-SYN-0120,2026-05-29,28,30,District Authority,SYNTHETIC_PROTOTYPE
PR-0120-3,MPLADS-SYN-0120,2026-06-25,40,54,Field Officer,SYNTHETIC_PROTOTYPE
PR-0121-1,MPLADS-SYN-0121,2026-02-11,23,24,Field Officer,SYNTHETIC_PROTOTYPE
PR-0121-2,MPLADS-SYN-0121,2026-03-17,43,45,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0121-3,MPLADS-SYN-0121,2026-04-22,64,76,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0122-1,MPLADS-SYN-0122,2026-03-03,13,10,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0122-2,MPLADS-SYN-0122,2026-04-13,24,29,Field Officer,SYNTHETIC_PROTOTYPE
PR-0122-3,MPLADS-SYN-0122,2026-05-26,33,41,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0123-1,MPLADS-SYN-0123,2026-03-24,16,29,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0123-2,MPLADS-SYN-0123,2026-05-10,26,55,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0123-3,MPLADS-SYN-0123,2026-06-27,39,84,Field Officer,SYNTHETIC_PROTOTYPE
PR-0124-1,MPLADS-SYN-0124,2026-10-20,28,26,Field Officer,SYNTHETIC_PROTOTYPE
PR-0124-2,MPLADS-SYN-0124,2026-12-20,59,53,Field Officer,SYNTHETIC_PROTOTYPE
PR-0124-3,MPLADS-SYN-0124,2027-02-21,80,79,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0125-1,MPLADS-SYN-0125,2026-05-06,22,14,District Authority,SYNTHETIC_PROTOTYPE
PR-0125-2,MPLADS-SYN-0125,2026-06-29,48,26,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0125-3,MPLADS-SYN-0125,2026-08-25,74,48,Field Officer,SYNTHETIC_PROTOTYPE
PR-0126-1,MPLADS-SYN-0126,2026-03-22,17,16,Field Officer,SYNTHETIC_PROTOTYPE
PR-0126-2,MPLADS-SYN-0126,2026-05-22,30,31,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0126-3,MPLADS-SYN-0126,2026-07-25,38,47,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0127-1,MPLADS-SYN-0127,2026-07-08,17,19,Field Officer,SYNTHETIC_PROTOTYPE
PR-0127-2,MPLADS-SYN-0127,2026-08-02,26,34,Field Officer,SYNTHETIC_PROTOTYPE
PR-0127-3,MPLADS-SYN-0127,2026-08-29,38,51,Field Officer,SYNTHETIC_PROTOTYPE
PR-0128-1,MPLADS-SYN-0128,2026-04-30,13,30,District Authority,SYNTHETIC_PROTOTYPE
PR-0128-2,MPLADS-SYN-0128,2026-05-30,39,57,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0128-3,MPLADS-SYN-0128,2026-06-30,53,88,District Authority,SYNTHETIC_PROTOTYPE
PR-0129-1,MPLADS-SYN-0129,2026-08-08,7,14,District Authority,SYNTHETIC_PROTOTYPE
PR-0129-2,MPLADS-SYN-0129,2026-10-01,13,25,District Authority,SYNTHETIC_PROTOTYPE
PR-0129-3,MPLADS-SYN-0129,2026-11-27,21,43,District Authority,SYNTHETIC_PROTOTYPE
PR-0130-1,MPLADS-SYN-0130,2026-04-24,26,21,District Authority,SYNTHETIC_PROTOTYPE
PR-0130-2,MPLADS-SYN-0130,2026-06-12,57,54,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0130-3,MPLADS-SYN-0130,2026-08-01,80,77,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0131-1,MPLADS-SYN-0131,2026-08-03,18,15,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0131-2,MPLADS-SYN-0131,2026-09-19,27,20,District Authority,SYNTHETIC_PROTOTYPE
PR-0131-3,MPLADS-SYN-0131,2026-11-06,41,34,District Authority,SYNTHETIC_PROTOTYPE
PR-0132-1,MPLADS-SYN-0132,2026-10-01,32,32,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0132-2,MPLADS-SYN-0132,2026-11-28,63,61,District Authority,SYNTHETIC_PROTOTYPE
PR-0132-3,MPLADS-SYN-0132,2027-01-27,98,88,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0133-1,MPLADS-SYN-0133,2026-09-19,9,19,District Authority,SYNTHETIC_PROTOTYPE
PR-0133-2,MPLADS-SYN-0133,2026-11-26,29,30,District Authority,SYNTHETIC_PROTOTYPE
PR-0133-3,MPLADS-SYN-0133,2027-02-04,37,51,District Authority,SYNTHETIC_PROTOTYPE
PR-0134-1,MPLADS-SYN-0134,2026-09-26,29,28,Field Officer,SYNTHETIC_PROTOTYPE
PR-0134-2,MPLADS-SYN-0134,2026-12-03,52,67,District Authority,SYNTHETIC_PROTOTYPE
PR-0134-3,MPLADS-SYN-0134,2027-02-12,83,96,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0135-1,MPLADS-SYN-0135,2026-07-16,13,7,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0135-2,MPLADS-SYN-0135,2026-08-18,21,21,District Authority,SYNTHETIC_PROTOTYPE
PR-0135-3,MPLADS-SYN-0135,2026-09-21,38,28,District Authority,SYNTHETIC_PROTOTYPE
PR-0136-1,MPLADS-SYN-0136,2026-04-08,23,29,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0136-2,MPLADS-SYN-0136,2026-06-06,48,53,Field Officer,SYNTHETIC_PROTOTYPE
PR-0136-3,MPLADS-SYN-0136,2026-08-07,72,78,District Authority,SYNTHETIC_PROTOTYPE
PR-0137-1,MPLADS-SYN-0137,2026-06-19,14,17,District Authority,SYNTHETIC_PROTOTYPE
PR-0137-2,MPLADS-SYN-0137,2026-07-30,27,40,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0137-3,MPLADS-SYN-0137,2026-09-11,45,52,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0138-1,MPLADS-SYN-0138,2026-06-29,6,28,Field Officer,SYNTHETIC_PROTOTYPE
PR-0138-2,MPLADS-SYN-0138,2026-09-14,5,52,Field Officer,SYNTHETIC_PROTOTYPE
PR-0138-3,MPLADS-SYN-0138,2026-12-03,16,86,Field Officer,SYNTHETIC_PROTOTYPE
PR-0139-1,MPLADS-SYN-0139,2026-04-12,15,9,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0139-2,MPLADS-SYN-0139,2026-06-21,25,22,District Authority,SYNTHETIC_PROTOTYPE
PR-0139-3,MPLADS-SYN-0139,2026-09-02,45,31,Field Officer,SYNTHETIC_PROTOTYPE
PR-0140-1,MPLADS-SYN-0140,2026-04-11,17,14,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0140-2,MPLADS-SYN-0140,2026-06-15,42,37,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0140-3,MPLADS-SYN-0140,2026-08-22,68,51,Field Officer,SYNTHETIC_PROTOTYPE
PR-0141-1,MPLADS-SYN-0141,2026-08-27,16,24,District Authority,SYNTHETIC_PROTOTYPE
PR-0141-2,MPLADS-SYN-0141,2026-11-12,37,40,Field Officer,SYNTHETIC_PROTOTYPE
PR-0141-3,MPLADS-SYN-0141,2027-01-31,54,67,Field Officer,SYNTHETIC_PROTOTYPE
PR-0142-1,MPLADS-SYN-0142,2026-02-19,32,29,Field Officer,SYNTHETIC_PROTOTYPE
PR-0142-2,MPLADS-SYN-0142,2026-04-08,55,60,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0142-3,MPLADS-SYN-0142,2026-05-28,84,99,Field Officer,SYNTHETIC_PROTOTYPE
PR-0143-1,MPLADS-SYN-0143,2026-05-09,19,14,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0143-2,MPLADS-SYN-0143,2026-06-15,34,32,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0143-3,MPLADS-SYN-0143,2026-07-23,52,48,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0144-1,MPLADS-SYN-0144,2026-09-16,17,19,Field Officer,SYNTHETIC_PROTOTYPE
PR-0144-2,MPLADS-SYN-0144,2026-10-13,32,33,Field Officer,SYNTHETIC_PROTOTYPE
PR-0144-3,MPLADS-SYN-0144,2026-11-10,49,46,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0145-1,MPLADS-SYN-0145,2026-04-06,17,14,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0145-2,MPLADS-SYN-0145,2026-06-02,38,33,District Authority,SYNTHETIC_PROTOTYPE
PR-0145-3,MPLADS-SYN-0145,2026-07-31,54,49,District Authority,SYNTHETIC_PROTOTYPE
PR-0146-1,MPLADS-SYN-0146,2026-05-31,32,34,District Authority,SYNTHETIC_PROTOTYPE
PR-0146-2,MPLADS-SYN-0146,2026-08-10,54,64,Field Officer,SYNTHETIC_PROTOTYPE
PR-0146-3,MPLADS-SYN-0146,2026-10-23,88,94,District Authority,SYNTHETIC_PROTOTYPE
PR-0147-1,MPLADS-SYN-0147,2026-05-18,26,24,Field Officer,SYNTHETIC_PROTOTYPE
PR-0147-2,MPLADS-SYN-0147,2026-06-14,48,50,District Authority,SYNTHETIC_PROTOTYPE
PR-0147-3,MPLADS-SYN-0147,2026-07-13,74,75,Field Officer,SYNTHETIC_PROTOTYPE
PR-0148-1,MPLADS-SYN-0148,2026-08-25,24,26,Field Officer,SYNTHETIC_PROTOTYPE
PR-0148-2,MPLADS-SYN-0148,2026-11-05,43,57,Field Officer,SYNTHETIC_PROTOTYPE
PR-0148-3,MPLADS-SYN-0148,2027-01-19,69,81,District Authority,SYNTHETIC_PROTOTYPE
PR-0149-1,MPLADS-SYN-0149,2026-04-05,29,30,Field Officer,SYNTHETIC_PROTOTYPE
PR-0149-2,MPLADS-SYN-0149,2026-05-01,63,54,District Authority,SYNTHETIC_PROTOTYPE
PR-0149-3,MPLADS-SYN-0149,2026-05-28,91,88,District Authority,SYNTHETIC_PROTOTYPE
PR-0150-1,MPLADS-SYN-0150,2026-06-16,10,26,Field Officer,SYNTHETIC_PROTOTYPE
PR-0150-2,MPLADS-SYN-0150,2026-07-28,13,60,District Authority,SYNTHETIC_PROTOTYPE
PR-0150-3,MPLADS-SYN-0150,2026-09-09,22,84,Field Officer,SYNTHETIC_PROTOTYPE
PR-0151-1,MPLADS-SYN-0151,2026-06-25,24,22,Field Officer,SYNTHETIC_PROTOTYPE
PR-0151-2,MPLADS-SYN-0151,2026-07-15,39,45,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0151-3,MPLADS-SYN-0151,2026-08-05,63,68,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0152-1,MPLADS-SYN-0152,2026-03-13,14,15,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0152-2,MPLADS-SYN-0152,2026-05-02,22,25,Field Officer,SYNTHETIC_PROTOTYPE
PR-0152-3,MPLADS-SYN-0152,2026-06-23,37,37,District Authority,SYNTHETIC_PROTOTYPE
PR-0153-1,MPLADS-SYN-0153,2026-04-11,14,34,Field Officer,SYNTHETIC_PROTOTYPE
PR-0153-2,MPLADS-SYN-0153,2026-05-16,25,60,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0153-3,MPLADS-SYN-0153,2026-06-22,30,91,District Authority,SYNTHETIC_PROTOTYPE
PR-0154-1,MPLADS-SYN-0154,2026-07-13,15,7,District Authority,SYNTHETIC_PROTOTYPE
PR-0154-2,MPLADS-SYN-0154,2026-09-20,29,27,Field Officer,SYNTHETIC_PROTOTYPE
PR-0154-3,MPLADS-SYN-0154,2026-11-30,42,40,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0155-1,MPLADS-SYN-0155,2026-04-24,33,36,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0155-2,MPLADS-SYN-0155,2026-06-01,59,64,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0155-3,MPLADS-SYN-0155,2026-07-11,98,100,District Authority,SYNTHETIC_PROTOTYPE
PR-0156-1,MPLADS-SYN-0156,2026-08-07,9,10,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0156-2,MPLADS-SYN-0156,2026-09-12,26,25,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0156-3,MPLADS-SYN-0156,2026-10-20,43,36,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0157-1,MPLADS-SYN-0157,2026-10-29,20,16,District Authority,SYNTHETIC_PROTOTYPE
PR-0157-2,MPLADS-SYN-0157,2027-01-16,34,41,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0157-3,MPLADS-SYN-0157,2027-04-07,61,57,District Authority,SYNTHETIC_PROTOTYPE
PR-0158-1,MPLADS-SYN-0158,2026-09-19,17,17,District Authority,SYNTHETIC_PROTOTYPE
PR-0158-2,MPLADS-SYN-0158,2026-10-17,38,41,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0158-3,MPLADS-SYN-0158,2026-11-16,62,59,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0159-1,MPLADS-SYN-0159,2026-07-20,10,20,Field Officer,SYNTHETIC_PROTOTYPE
PR-0159-2,MPLADS-SYN-0159,2026-09-03,26,43,Field Officer,SYNTHETIC_PROTOTYPE
PR-0159-3,MPLADS-SYN-0159,2026-10-20,36,65,District Authority,SYNTHETIC_PROTOTYPE
PR-0160-1,MPLADS-SYN-0160,2026-10-21,20,18,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0160-2,MPLADS-SYN-0160,2026-12-27,34,42,District Authority,SYNTHETIC_PROTOTYPE
PR-0160-3,MPLADS-SYN-0160,2027-03-07,60,64,Field Officer,SYNTHETIC_PROTOTYPE
PR-0161-1,MPLADS-SYN-0161,2026-07-30,16,18,District Authority,SYNTHETIC_PROTOTYPE
PR-0161-2,MPLADS-SYN-0161,2026-08-20,41,42,Field Officer,SYNTHETIC_PROTOTYPE
PR-0161-3,MPLADS-SYN-0161,2026-09-12,60,57,Field Officer,SYNTHETIC_PROTOTYPE
PR-0162-1,MPLADS-SYN-0162,2026-06-30,20,30,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0162-2,MPLADS-SYN-0162,2026-08-14,51,51,Field Officer,SYNTHETIC_PROTOTYPE
PR-0162-3,MPLADS-SYN-0162,2026-09-30,77,80,Field Officer,SYNTHETIC_PROTOTYPE
PR-0163-1,MPLADS-SYN-0163,2026-06-07,8,9,District Authority,SYNTHETIC_PROTOTYPE
PR-0163-2,MPLADS-SYN-0163,2026-08-05,21,30,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0163-3,MPLADS-SYN-0163,2026-10-05,28,43,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0164-1,MPLADS-SYN-0164,2026-08-18,8,11,District Authority,SYNTHETIC_PROTOTYPE
PR-0164-2,MPLADS-SYN-0164,2026-10-26,24,27,District Authority,SYNTHETIC_PROTOTYPE
PR-0164-3,MPLADS-SYN-0164,2027-01-06,29,41,Field Officer,SYNTHETIC_PROTOTYPE
PR-0165-1,MPLADS-SYN-0165,2026-08-22,17,10,District Authority,SYNTHETIC_PROTOTYPE
PR-0165-2,MPLADS-SYN-0165,2026-10-14,28,31,District Authority,SYNTHETIC_PROTOTYPE
PR-0165-3,MPLADS-SYN-0165,2026-12-08,50,44,Field Officer,SYNTHETIC_PROTOTYPE
